,Conversion Factor,CTD CUSIP,Futures Ticker,CTD Price,CTD ID,Futures ID,CTD Coupon Frequency,CTD Maturity Date,CTD Day Count,CTD Issue Date,CTD Interest Accrual Start,CTD Coupon,CTD Settlement Year/Month
31-Jan-2014,0.972242,EJ341690,IKH14,117.67,EJ341690 Govt,IKH14 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,14-Mar-2016
3-Feb-2014,0.972242,EJ341690,IKH14,117.65,EJ341690 Govt,IKH14 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,14-Mar-2016
4-Feb-2014,0.972242,EJ341690,IKH14,117.61,EJ341690 Govt,IKH14 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,14-Mar-2016
5-Feb-2014,0.972242,EJ341690,IKH14,117.86,EJ341690 Govt,IKH14 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,14-Mar-2016
6-Feb-2014,0.972242,EJ341690,IKH14,117.88,EJ341690 Govt,IKH14 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,14-Mar-2016
7-Feb-2014,0.972242,EJ341690,IKH14,118.47,EJ341690 Govt,IKH14 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,14-Mar-2016
10-Feb-2014,0.972242,EJ341690,IKH14,118.48,EJ341690 Govt,IKH14 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,14-Mar-2016
11-Feb-2014,0.972242,EJ341690,IKH14,118.44,EJ341690 Govt,IKH14 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,14-Mar-2016
12-Feb-2014,0.972242,EJ341690,IKH14,118.12,EJ341690 Govt,IKH14 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,14-Mar-2016
13-Feb-2014,0.972242,EJ341690,IKH14,118.29,EJ341690 Govt,IKH14 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,14-Mar-2016
14-Feb-2014,0.972242,EJ341690,IKH14,118.56,EJ341690 Govt,IKH14 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,14-Mar-2016
17-Feb-2014,0.972242,EJ341690,IKH14,119.05,EJ341690 Govt,IKH14 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,14-Mar-2016
18-Feb-2014,0.972242,EJ341690,IKH14,119.53,EJ341690 Govt,IKH14 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,14-Mar-2016
19-Feb-2014,0.972242,EJ341690,IKH14,119.34,EJ341690 Govt,IKH14 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,14-Mar-2016
20-Feb-2014,0.972242,EJ341690,IKH14,118.82,EJ341690 Govt,IKH14 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,14-Mar-2016
21-Feb-2014,0.972242,EJ341690,IKH14,119.24,EJ341690 Govt,IKH14 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,14-Mar-2016
24-Feb-2014,0.972242,EJ341690,IKH14,119.14,EJ341690 Govt,IKH14 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,14-Mar-2016
25-Feb-2014,0.972242,EJ341690,IKH14,119.31,EJ341690 Govt,IKH14 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,14-Mar-2016
26-Feb-2014,0.972242,EJ341690,IKH14,119.65,EJ341690 Govt,IKH14 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,14-Mar-2016
27-Feb-2014,0.972242,EJ341690,IKH14,120.21,EJ341690 Govt,IKH14 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,14-Mar-2016
28-Feb-2014,0.972242,EJ341690,IKH14,120.15,EJ341690 Govt,IKH14 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,14-Mar-2016
3-Mar-2014,0.972242,EJ341690,IKH14,120.31,EJ341690 Govt,IKH14 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,14-Mar-2016
4-Mar-2014,0.972242,EJ341690,IKH14,120.64,EJ341690 Govt,IKH14 Comdty,2,1-Nov-2022,ACT/ACT,3-Sep-2012,1-May-2012,5.5,14-Mar-2016
7-Mar-2014,0.903196,EJ568862,IKM14,120.31,EJ568862 Govt,IKM14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Jun-2016
10-Mar-2014,0.903196,EJ568862,IKM14,120.8,EJ568862 Govt,IKM14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Jun-2016
11-Mar-2014,0.903196,EJ568862,IKM14,120.55,EJ568862 Govt,IKM14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Jun-2016
12-Mar-2014,0.903196,EJ568862,IKM14,120.42,EJ568862 Govt,IKM14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Jun-2016
13-Mar-2014,0.903196,EJ568862,IKM14,120.47,EJ568862 Govt,IKM14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Jun-2016
14-Mar-2014,0.903196,EJ568862,IKM14,120.52,EJ568862 Govt,IKM14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Jun-2016
17-Mar-2014,0.903196,EJ568862,IKM14,120.85,EJ568862 Govt,IKM14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Jun-2016
18-Mar-2014,0.903196,EJ568862,IKM14,120.95,EJ568862 Govt,IKM14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Jun-2016
19-Mar-2014,0.903196,EJ568862,IKM14,120.8,EJ568862 Govt,IKM14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Jun-2016
20-Mar-2014,0.903196,EJ568862,IKM14,120.38,EJ568862 Govt,IKM14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Jun-2016
21-Mar-2014,0.903196,EJ568862,IKM14,120.58,EJ568862 Govt,IKM14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Jun-2016
24-Mar-2014,0.903196,EJ568862,IKM14,120.47,EJ568862 Govt,IKM14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Jun-2016
25-Mar-2014,0.903196,EJ568862,IKM14,120.74,EJ568862 Govt,IKM14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Jun-2016
26-Mar-2014,0.903196,EJ568862,IKM14,121.27,EJ568862 Govt,IKM14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Jun-2016
27-Mar-2014,0.903196,EJ568862,IKM14,121.7,EJ568862 Govt,IKM14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Jun-2016
28-Mar-2014,0.903196,EJ568862,IKM14,121.65,EJ568862 Govt,IKM14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Jun-2016
31-Mar-2014,0.903196,EJ568862,IKM14,121.71,EJ568862 Govt,IKM14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Jun-2016
1-Apr-2014,0.903196,EJ568862,IKM14,121.78,EJ568862 Govt,IKM14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Jun-2016
2-Apr-2014,0.903196,EJ568862,IKM14,121.61,EJ568862 Govt,IKM14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Jun-2016
3-Apr-2014,0.903196,EJ568862,IKM14,122.05,EJ568862 Govt,IKM14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Jun-2016
4-Apr-2014,0.903196,EJ568862,IKM14,122.91,EJ568862 Govt,IKM14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Jun-2016
7-Apr-2014,0.903196,EJ568862,IKM14,122.78,EJ568862 Govt,IKM14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Jun-2016
8-Apr-2014,0.903196,EJ568862,IKM14,122.48,EJ568862 Govt,IKM14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Jun-2016
9-Apr-2014,0.903196,EJ568862,IKM14,122.75,EJ568862 Govt,IKM14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Jun-2016
10-Apr-2014,0.903196,EJ568862,IKM14,123.07,EJ568862 Govt,IKM14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Jun-2016
11-Apr-2014,0.903196,EJ568862,IKM14,122.6,EJ568862 Govt,IKM14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Jun-2016
14-Apr-2014,0.903196,EJ568862,IKM14,122.95,EJ568862 Govt,IKM14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Jun-2016
15-Apr-2014,0.903196,EJ568862,IKM14,123.53,EJ568862 Govt,IKM14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Jun-2016
16-Apr-2014,0.903196,EJ568862,IKM14,123.7,EJ568862 Govt,IKM14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Jun-2016
17-Apr-2014,0.903196,EJ568862,IKM14,123.5,EJ568862 Govt,IKM14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Jun-2016
22-Apr-2014,0.903196,EJ568862,IKM14,123.74,EJ568862 Govt,IKM14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Jun-2016
23-Apr-2014,0.903196,EJ568862,IKM14,123.87,EJ568862 Govt,IKM14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Jun-2016
24-Apr-2014,0.903196,EJ568862,IKM14,123.54,EJ568862 Govt,IKM14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Jun-2016
25-Apr-2014,0.903196,EJ568862,IKM14,123.58,EJ568862 Govt,IKM14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Jun-2016
28-Apr-2014,0.903196,EJ568862,IKM14,123.41,EJ568862 Govt,IKM14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Jun-2016
29-Apr-2014,0.903196,EJ568862,IKM14,123.6,EJ568862 Govt,IKM14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Jun-2016
30-Apr-2014,0.903196,EJ568862,IKM14,124,EJ568862 Govt,IKM14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Jun-2016
2-May-2014,0.903196,EJ568862,IKM14,124.26,EJ568862 Govt,IKM14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Jun-2016
5-May-2014,0.903196,EJ568862,IKM14,124.31,EJ568862 Govt,IKM14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Jun-2016
6-May-2014,0.903196,EJ568862,IKM14,124.66,EJ568862 Govt,IKM14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Jun-2016
7-May-2014,0.903196,EJ568862,IKM14,124.57,EJ568862 Govt,IKM14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Jun-2016
8-May-2014,0.903196,EJ568862,IKM14,125.32,EJ568862 Govt,IKM14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Jun-2016
9-May-2014,0.903196,EJ568862,IKM14,125.19,EJ568862 Govt,IKM14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Jun-2016
12-May-2014,0.903196,EJ568862,IKM14,125,EJ568862 Govt,IKM14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Jun-2016
13-May-2014,0.903196,EJ568862,IKM14,125.32,EJ568862 Govt,IKM14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Jun-2016
14-May-2014,0.903196,EJ568862,IKM14,125.5,EJ568862 Govt,IKM14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Jun-2016
15-May-2014,0.903196,EJ568862,IKM14,124.04,EJ568862 Govt,IKM14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Jun-2016
16-May-2014,0.903196,EJ568862,IKM14,124.06,EJ568862 Govt,IKM14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Jun-2016
19-May-2014,0.903196,EJ568862,IKM14,123.31,EJ568862 Govt,IKM14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Jun-2016
20-May-2014,0.903196,EJ568862,IKM14,122.45,EJ568862 Govt,IKM14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Jun-2016
21-May-2014,0.903196,EJ568862,IKM14,122.87,EJ568862 Govt,IKM14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Jun-2016
22-May-2014,0.903196,EJ568862,IKM14,122.58,EJ568862 Govt,IKM14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Jun-2016
23-May-2014,0.903196,EJ568862,IKM14,123.37,EJ568862 Govt,IKM14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Jun-2016
26-May-2014,0.903196,EJ568862,IKM14,124.89,EJ568862 Govt,IKM14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Jun-2016
27-May-2014,0.903196,EJ568862,IKM14,124.78,EJ568862 Govt,IKM14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Jun-2016
28-May-2014,0.903196,EJ568862,IKM14,125.42,EJ568862 Govt,IKM14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Jun-2016
29-May-2014,0.903196,EJ568862,IKM14,125.19,EJ568862 Govt,IKM14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Jun-2016
30-May-2014,0.903196,EJ568862,IKM14,125.17,EJ568862 Govt,IKM14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Jun-2016
2-Jun-2014,0.903196,EJ568862,IKM14,125.16,EJ568862 Govt,IKM14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Jun-2016
3-Jun-2014,0.903196,EJ568862,IKM14,124.91,EJ568862 Govt,IKM14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Jun-2016
4-Jun-2014,0.903196,EJ568862,IKM14,124.8,EJ568862 Govt,IKM14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Jun-2016
9-Jun-2014,0.905271,EJ568862,IKU14,126.26,EJ568862 Govt,IKU14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Sep-2016
10-Jun-2014,0.905271,EJ568862,IKU14,125.59,EJ568862 Govt,IKU14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Sep-2016
11-Jun-2014,0.905271,EJ568862,IKU14,125.54,EJ568862 Govt,IKU14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Sep-2016
12-Jun-2014,0.905271,EJ568862,IKU14,125.23,EJ568862 Govt,IKU14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Sep-2016
13-Jun-2014,0.905271,EJ568862,IKU14,125.66,EJ568862 Govt,IKU14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Sep-2016
16-Jun-2014,0.905271,EJ568862,IKU14,125.61,EJ568862 Govt,IKU14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Sep-2016
17-Jun-2014,0.905271,EJ568862,IKU14,125.12,EJ568862 Govt,IKU14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Sep-2016
18-Jun-2014,0.905271,EJ568862,IKU14,124.94,EJ568862 Govt,IKU14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Sep-2016
19-Jun-2014,0.905271,EJ568862,IKU14,125.52,EJ568862 Govt,IKU14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Sep-2016
20-Jun-2014,0.905271,EJ568862,IKU14,125.14,EJ568862 Govt,IKU14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Sep-2016
23-Jun-2014,0.905271,EJ568862,IKU14,125.58,EJ568862 Govt,IKU14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Sep-2016
24-Jun-2014,0.905271,EJ568862,IKU14,125.85,EJ568862 Govt,IKU14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Sep-2016
25-Jun-2014,0.905271,EJ568862,IKU14,126.2,EJ568862 Govt,IKU14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Sep-2016
26-Jun-2014,0.905271,EJ568862,IKU14,126.33,EJ568862 Govt,IKU14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Sep-2016
27-Jun-2014,0.905271,EJ568862,IKU14,126.34,EJ568862 Govt,IKU14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Sep-2016
30-Jun-2014,0.905271,EJ568862,IKU14,126.18,EJ568862 Govt,IKU14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Sep-2016
1-Jul-2014,0.905271,EJ568862,IKU14,126.33,EJ568862 Govt,IKU14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Sep-2016
2-Jul-2014,0.905271,EJ568862,IKU14,125.66,EJ568862 Govt,IKU14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Sep-2016
3-Jul-2014,0.905271,EJ568862,IKU14,126.09,EJ568862 Govt,IKU14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Sep-2016
4-Jul-2014,0.905271,EJ568862,IKU14,126.53,EJ568862 Govt,IKU14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Sep-2016
7-Jul-2014,0.905271,EJ568862,IKU14,126.58,EJ568862 Govt,IKU14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Sep-2016
8-Jul-2014,0.905271,EJ568862,IKU14,126.37,EJ568862 Govt,IKU14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Sep-2016
9-Jul-2014,0.905271,EJ568862,IKU14,125.97,EJ568862 Govt,IKU14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Sep-2016
10-Jul-2014,0.905271,EJ568862,IKU14,125.38,EJ568862 Govt,IKU14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Sep-2016
11-Jul-2014,0.905271,EJ568862,IKU14,125.84,EJ568862 Govt,IKU14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Sep-2016
14-Jul-2014,0.905271,EJ568862,IKU14,125.97,EJ568862 Govt,IKU14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Sep-2016
15-Jul-2014,0.905271,EJ568862,IKU14,126.19,EJ568862 Govt,IKU14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Sep-2016
16-Jul-2014,0.905271,EJ568862,IKU14,126.54,EJ568862 Govt,IKU14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Sep-2016
17-Jul-2014,0.905271,EJ568862,IKU14,126.77,EJ568862 Govt,IKU14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Sep-2016
18-Jul-2014,0.905271,EJ568862,IKU14,126.63,EJ568862 Govt,IKU14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Sep-2016
21-Jul-2014,0.905271,EJ568862,IKU14,126.93,EJ568862 Govt,IKU14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Sep-2016
22-Jul-2014,0.905271,EJ568862,IKU14,126.86,EJ568862 Govt,IKU14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Sep-2016
23-Jul-2014,0.905271,EJ568862,IKU14,127.26,EJ568862 Govt,IKU14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Sep-2016
24-Jul-2014,0.905271,EJ568862,IKU14,127.27,EJ568862 Govt,IKU14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Sep-2016
25-Jul-2014,0.905271,EJ568862,IKU14,127.42,EJ568862 Govt,IKU14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Sep-2016
28-Jul-2014,0.905271,EJ568862,IKU14,127.9,EJ568862 Govt,IKU14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Sep-2016
29-Jul-2014,0.905271,EJ568862,IKU14,128.16,EJ568862 Govt,IKU14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Sep-2016
30-Jul-2014,0.905271,EJ568862,IKU14,127.94,EJ568862 Govt,IKU14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Sep-2016
31-Jul-2014,0.905271,EJ568862,IKU14,127.76,EJ568862 Govt,IKU14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Sep-2016
1-Aug-2014,0.905271,EJ568862,IKU14,127.17,EJ568862 Govt,IKU14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Sep-2016
4-Aug-2014,0.905271,EJ568862,IKU14,127.68,EJ568862 Govt,IKU14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Sep-2016
5-Aug-2014,0.905271,EJ568862,IKU14,127.1,EJ568862 Govt,IKU14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Sep-2016
6-Aug-2014,0.905271,EJ568862,IKU14,126.71,EJ568862 Govt,IKU14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Sep-2016
7-Aug-2014,0.905271,EJ568862,IKU14,126.28,EJ568862 Govt,IKU14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Sep-2016
8-Aug-2014,0.905271,EJ568862,IKU14,126.46,EJ568862 Govt,IKU14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Sep-2016
11-Aug-2014,0.905271,EJ568862,IKU14,126.89,EJ568862 Govt,IKU14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Sep-2016
12-Aug-2014,0.905271,EJ568862,IKU14,127.57,EJ568862 Govt,IKU14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Sep-2016
13-Aug-2014,0.905271,EJ568862,IKU14,127.62,EJ568862 Govt,IKU14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Sep-2016
14-Aug-2014,0.905271,EJ568862,IKU14,128.33,EJ568862 Govt,IKU14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Sep-2016
15-Aug-2014,0.905271,EJ568862,IKU14,128.89,EJ568862 Govt,IKU14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Sep-2016
18-Aug-2014,0.905271,EJ568862,IKU14,128.51,EJ568862 Govt,IKU14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Sep-2016
19-Aug-2014,0.905271,EJ568862,IKU14,128.93,EJ568862 Govt,IKU14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Sep-2016
20-Aug-2014,0.905271,EJ568862,IKU14,128.91,EJ568862 Govt,IKU14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Sep-2016
21-Aug-2014,0.905271,EJ568862,IKU14,129.09,EJ568862 Govt,IKU14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Sep-2016
22-Aug-2014,0.905271,EJ568862,IKU14,129.04,EJ568862 Govt,IKU14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Sep-2016
25-Aug-2014,0.905271,EJ568862,IKU14,130.23,EJ568862 Govt,IKU14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Sep-2016
26-Aug-2014,0.905271,EJ568862,IKU14,130.52,EJ568862 Govt,IKU14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Sep-2016
27-Aug-2014,0.905271,EJ568862,IKU14,131.05,EJ568862 Govt,IKU14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Sep-2016
28-Aug-2014,0.905271,EJ568862,IKU14,130.36,EJ568862 Govt,IKU14 Comdty,2,1-May-2023,ACT/ACT,1-Mar-2013,1-Mar-2013,4.5,14-Sep-2016
